,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
88,338.24594,337.22888,335.5084,332.3927,330.20642,325.17667,320.98907,315.35745,306.4924,304.98712,298.30386,291.46085,284.1531,277.35065,271.00162,264.44775,259.145,252.7238,247.94843,243.75333,238.5018,235.89153,231.83775,229.3463,228.17061,226.70644,226.78387,227.10252,225.58142,226.4976,226.50717
89,236.89398,233.92107,228.5371,223.99626,218.88303,212.04045,205.54964,197.6467,192.28519,183.89456,176.48479,169.29048,164.24825,159.75703,154.58897,151.96841,149.38507,150.69962,151.13535,153.28517,157.12047,161.21342,165.85777,169.00142,173.14821,176.67795,178.87218,181.45602,182.86847,183.476,185.47588
90,311.1011,309.07297,306.85638,306.69092,302.9871,297.19455,295.4172,287.45914,281.1304,277.55157,272.00125,265.7115,258.6221,253.38992,247.4633,240.83801,234.97867,231.0827,225.287,220.9208,217.11592,214.39444,210.44421,208.64867,208.60289,208.68597,206.11403,204.97319,204.54907,207.30551,206.56367
91,264.5415,261.0714,256.68643,252.7218,247.11046,240.52226,234.6314,228.53413,224.11201,216.8172,211.22409,203.11809,198.6169,194.31575,191.51181,189.84238,189.66225,188.44571,187.89723,190.83197,193.2728,199.08923,202.53242,205.2223,208.16411,210.14452,214.01091,216.75757,217.57185,217.19182,219.06493
92,327.18692,324.1565,321.43372,320.8017,318.10895,312.68466,308.45386,302.40466,295.55194,291.51877,285.4007,278.33374,272.86053,265.3703,259.46323,253.13475,247.56529,242.65817,235.86234,232.08337,226.79048,224.11931,221.14098,218.99748,217.87181,217.43878,214.38197,214.45718,212.4362,215.08609,215.48576
93,260.52005,257.5519,253.16776,248.69016,243.07797,236.52481,229.6173,222.05774,215.16072,207.8383,200.30603,193.0203,187.32434,182.79617,179.05035,176.07002,175.06177,175.3604,176.31473,179.16202,182.57985,187.31702,191.83565,196.4258,199.92508,201.90659,206.25972,208.32735,210.73633,211.48607,211.71732
94,335.7325,332.20102,329.97906,328.36105,325.66986,321.17923,316.9778,312.36835,306.4924,302.49298,294.33368,287.92664,281.2072,273.66437,267.77087,261.49655,256.12418,250.71068,244.42332,240.70898,236.97424,233.33235,230.30965,228.31142,227.65567,225.6767,225.75038,225.52185,224.5298,225.46019,224.93268
95,258.5093,255.038,251.15709,245.66641,239.54955,232.52737,225.60602,218.57043,210.68507,203.34885,195.34326,188.47629,182.41454,177.26678,172.58885,170.16759,169.0202,168.81773,170.27167,173.07335,176.97879,181.68683,186.23257,189.18163,192.71591,196.75789,198.50853,201.47778,203.37502,203.70549,205.9442
96,338.74863,338.23444,336.01105,332.3927,330.71048,326.17603,322.99472,318.34656,312.45993,307.48126,300.28897,293.4804,285.62604,279.65457,272.84775,267.89084,260.15192,255.74348,248.95561,244.26071,239.52017,237.42703,235.9127,235.5556,234.34988,233.39977,234.01831,232.3714,232.94273,232.72206,232.80511
97,257.00128,253.02686,249.14642,244.15454,236.52518,229.0296,222.09615,215.08315,206.20943,199.85706,189.88423,183.93228,177.9957,172.19817,167.05043,163.28142,161.9717,162.77837,163.72504,166.4773,171.88692,175.03297,178.59203,180.90257,184.47688,185.94562,188.17361,189.88623,191.28142,192.29398,193.34831
98,308.58768,305.55347,303.8404,303.66718,301.4749,296.1952,292.91016,287.45914,280.63312,278.54926,272.49753,265.7115,259.11307,253.85071,248.38638,241.82175,235.48213,232.08928,226.79776,222.44298,218.1343,214.90628,212.48169,209.68355,209.63277,208.17111,206.63078,206.02696,206.1265,208.34293,207.0885
99,276.60587,273.1382,268.24777,264.81677,259.712,252.5146,246.1638,239.99237,233.5606,227.79141,221.14961,214.22566,209.90945,205.37454,202.12712,200.17165,198.72462,199.01462,198.97615,201.99454,204.9841,208.8141,212.71982,217.12344,220.00772,222.5014,225.37932,227.29533,228.61383,229.12204,231.13599
100,323.16547,320.637,319.42307,319.28983,315.58862,312.68466,307.95245,302.90286,298.5357,294.51175,287.88208,281.36307,273.8425,268.13498,261.30936,255.5941,249.07568,243.66473,236.8695,232.08337,228.31805,224.11931,221.65034,219.51492,216.32698,215.89417,213.86522,213.40341,212.4362,214.04868,212.86162
101,277.61124,274.1438,271.76642,265.32074,260.21606,253.01428,245.6624,238.996,230.57683,223.8008,216.68314,208.67188,203.03572,198.00201,194.28102,190.33424,189.15878,188.44571,190.41518,193.36891,196.8371,201.6484,206.60738,209.87927,214.34338,217.86757,220.7286,223.08023,224.93317,226.00981,226.93736
102,332.21375,329.6871,328.47104,327.35315,323.65363,320.67953,315.975,311.37198,306.4924,300.9965,294.33368,288.9364,282.18918,275.04672,268.69394,262.4803,256.12418,251.21396,243.91974,240.2016,234.93748,231.79684,228.27216,225.20677,223.53615,221.55774,220.06618,220.77985,220.32333,221.31055,221.25888
103,277.10855,273.641,270.7611,264.3128,259.20795,252.01492,244.15817,236.0069,228.58766,220.309,212.71292,206.14742,199.59886,193.85497,189.20413,185.90742,184.62761,183.91617,185.88289,188.29503,192.7636,198.5774,202.53242,207.29207,212.28363,214.77835,218.14488,219.9189,222.30412,223.41629,223.26355
104,337.24057,336.72607,335.5084,333.4006,330.71048,328.17477,323.99756,318.34656,314.44913,307.98007,301.28152,294.4902,288.08093,281.0369,275.15543,268.38272,262.66922,256.24677,250.96996,244.7681,241.04774,236.40337,233.87523,229.86374,227.65567,225.6767,226.78387,226.57562,225.58142,226.4976,226.50717
105,277.10855,273.641,270.25842,264.81677,257.69574,251.01556,242.15253,235.50871,225.6039,218.31369,209.73528,203.11809,196.65297,190.62949,184.58878,181.48059,179.0895,178.88336,179.83983,182.20636,188.18091,192.43538,198.45746,204.18742,208.67905,213.23373,215.0444,218.33823,220.2009,220.30405,222.2139
106,305.5716,303.03955,300.82437,300.13947,297.94647,293.1971,290.4031,286.46277,280.13583,277.55157,271.50497,265.7115,259.60406,254.77228,248.84792,244.77296,235.9856,233.09584,227.80493,224.47253,220.17105,216.44179,214.51917,211.75331,210.66264,208.68597,208.69777,208.13452,208.22974,209.89903,209.18782
107,288.16754,285.20505,280.31177,276.40778,271.80948,264.50696,258.19763,251.9488,244.99837,239.76329,232.56396,226.343,221.20201,216.43333,213.20396,210.99277,209.80084,210.08679,211.06226,213.66449,217.2046,220.07448,224.43533,229.54204,232.36629,234.85829,237.26448,239.41377,240.70743,241.57095,243.20705
108,317.63596,316.61472,314.89905,313.24234,310.548,306.1888,303.43976,298.9174,293.56277,290.02228,284.40814,277.32394,271.3876,265.83105,259.46323,255.10223,247.56529,243.66473,236.8695,233.09814,228.82724,224.63115,222.6691,220.03236,218.90169,216.9239,216.9657,217.61852,216.64267,217.67961,217.58508
109,295.2051,291.74124,287.85178,283.46317,277.35416,271.0028,264.71597,257.42883,249.47401,243.7539,236.53416,228.86746,223.65692,218.73726,213.6655,212.46838,209.80084,210.59007,211.06226,214.17188,217.71379,221.09814,226.47281,230.57692,233.9111,237.43265,239.8482,243.102,243.86227,244.68318,245.30637
110,325.1762,324.1565,322.43906,320.29773,318.10895,313.68402,310.45947,306.39014,302.01675,297.00586,290.85974,285.4022,278.75232,273.2036,267.30933,261.9884,255.62073,250.71068,244.42332,240.2016,235.44667,232.30867,229.80028,226.7591,224.56602,223.61722,223.16666,223.41429,222.95238,222.86667,222.83337
111,299.22656,296.2663,291.8731,287.4948,280.88257,274.50058,267.72443,260.41794,253.45236,246.24805,239.01555,232.40169,225.62083,220.58038,216.89626,213.45212,211.31123,212.09993,212.57301,215.18666,218.73216,223.65732,228.00092,233.16412,237.00073,239.49213,242.94868,244.68266,245.96552,247.79543,247.93051
112,331.71106,330.18988,328.97372,328.36105,325.66986,321.17923,316.9778,314.36108,309.97348,304.48828,298.30386,293.4804,286.608,280.57614,275.15543,268.87457,263.67615,257.25333,251.97713,246.29027,242.06612,238.96254,234.89397,232.9684,231.26024,228.76593,228.3341,228.1563,228.73627,228.57242,228.60649
113,303.7507,300.28857,295.89444,291.02252,285.41913,279.99707,272.73853,264.9016,257.43073,249.73984,242.98575,235.93591,229.05771,223.3451,218.74239,215.91147,213.3251,213.60977,215.09096,218.23099,221.7873,226.72833,231.05714,235.23389,239.57544,243.09622,245.53241,247.844,249.64618,250.38895,251.60431
